Authors,Title,Year,Source,,
"Lagemaat, M.W; Scheenen, T.W.J.",Role of high-field MR in studies of localized prostate cancer,2014,NMR in Biomedicine,,
"Shen, Q; Du, F; Huang, S; Duong, T.Q.",Effects of cerebral ischemic and reperfusion on T2*- weighted MRI responses to brief oxygen challenge,2014,Journal of Cerebral Blood Flow and Metabolism,,
"Duane, G.S; Wang, Y; Walters, B.R; Kim, J.K.",A pulse sequence optimization method for assessment of nucleus size in q-space analysis of idealized cells,2014,Journal of Magnetic Resonance,,
"Kobayashi, S; Koga, F; Kajino, K; Yoshita, S; Ishii, C; Tanaka, H; Saito, K; Masuda, H; Fujii, Y; Yamada, T; Kihara, K.",Apparent diffusion coefficient value reflects invasive and proliferative potential of bladder cancer,2014,Journal of Magnetic Resonance Imaging,,
"Rilling, J.K.",Comparative primate neuroimaging: Insights into human brain evolution,2014,Trends in Cognitive Sciences,,
"Pierce, T.T; Calabrese, E; White, L.E; Chen, S.D; Platt, S.R; Provenzale, J.M.",Segmentation of the canine corpus callosum using diffusion-tensor imaging tractography,2014,American Journal of Roentgenology,,
"Van Der Marel, K; Klomp, A; Meerhoff, G.F; Schipper, P; Lucassen, P.J; Homberg, J.R; Dijkhuizen, R.M; Reneman, L.",Long-term oral methylphenidate treatment in adolescent and adult rats: Differential effects on brain morphology and function,2014,Neuropsychopharmacology,,
"Du, G; Lewis, M.M; Sterling, N.W; Kong, L; Chen, H; Mailman, R.B; Huang, X.",Microstructural changes in the substantia nigra of asymptomatic agricultural workers,2014,Neurotoxicology and Teratology,,
"Haldorsen, I.S; Stefansson, I; Gr’_ner, R; Husby, J.A; Magnussen, I.J; Werner, H.M.J; Salvesen, .O; Bj’Ùrge, L; Trovik, J; Taxt, T; Akslen, L.A; Salvesen, H.B.",Increased microvascular proliferation is negatively correlated to tumour blood flow and is associated with unfavourable outcome in endometrial carcinomas,2014,British Journal of Cancer,,
"Uysal, F; ’öakmak’_i, H; YiÅ™, U; Ellidokuz, H; Hiz, A.S.",Measurement of the apparent diffusion coefficient in paediatric mitochondrial encephalopathy cases and a comparison of parenchymal changes associated with the disease using follow-up diffusion coefficient measurements,2014,European Journal of Radiology,,
"Zhang, B; Xu, Y; Zhu, B; Kantarci, K.",The role of diffusion tensor imaging in detecting microstructural changes in prodromal Alzheimer's disease,2014,CNS Neuroscience and Therapeutics,,
"Migirov, L; Wolf, M; Greenberg, G; Eyal, A.",Non-EPI DW MRI in planning the surgical approach to primary and recurrent cholesteatoma,2014,Otology and Neurotology,,
"Hordonneau, C; Buisson, A; Scanzi, J; Goutorbe, F; Pereira, B; Borderon, C; Da Ines, D; Montoriol, P.F; Garcier, J.M; Boyer, L; Bommelaer, G; Petitcolin, V.",Diffusion-weighted magnetic resonance imaging in ileocolonic Crohn's disease: Validation of quantitative index of activity,2014,American Journal of Gastroenterology,,
"Rossi, M.E; Ruottinen, H; Saunam’_ki, T; Elovaara, I; Dastidar, P.",Imaging Brain Iron and Diffusion Patterns. A Follow-up Study of Parkinson's Disease in the Initial Stages.,2014,Academic Radiology,,
"Vabulas, M; Kumar, V.A; Hamilton, J.D; Martinez, J.J; Rao, G; Sawaya, R; Prabhu, S.S.",Real-time atlas-based stereotactic neuronavigation,2014,Neurosurgery,,
"Penzkofer, T; Tempany-Afdhal, C.M.",Prostate cancer detection and diagnosis: The role of MR and its comparison with other diagnostic modalities - a radiologist's perspective,2014,NMR in Biomedicine,,
"Mengler, L; Khmelinskii, A; Diedenhofen, M; Po, C; Staring, M; Lelieveldt, B.P.F; Hoehn, M.",Brain maturation of the adolescent rat cortex and striatum: Changes in volume and myelination,2014,NeuroImage,,
"Owrangi, A.M; Wang, J.X; Wheatley, A; McCormack, D.G; Parraga, G.",Quantitative 1H and hyperpolarized 3He magnetic resonance imaging: Comparison in chronic obstructive pulmonary disease and healthy never-smokers,2014,European Journal of Radiology,,
"Kana, R.K; Libero, L.E; Hu, C.P; Deshpande, H.D; Colburn, J.S.",Functional brain networks and white matter underlying theory-of-mind in autism,2014,Social Cognitive and Affective Neuroscience,,
"Spalletta, G; Piras, F; Caltagirone, C; Fagioli, S.",Hippocampal multimodal structural changes and subclinical depression in healthy individuals,2014,Journal of Affective Disorders,,
"Haney-Caron, E; Caprihan, A; Stevens, M.C.",DTI-measured white matter abnormalities in adolescents with Conduct Disorder,2014,Journal of Psychiatric Research,,
"Lista, F; Gimbernat, H; C’çceres, F; Rodr’_guez-Barbero, J.M; Castillo, E; Angulo, J.C.",Multiparametric Magnetic Resonance Imaging for the Assessment of Extracapsular Invasion and Other Staging Parameters in Patients With Prostate Cancer Candidates for Radical Prostatectomy | Evaluaci’_n de la invasi’_n extracapsular y otros par’çmetros de estadificaci’_n mediante resonancia nuclear magn’©tica multiparam’©trica en pacientes con c’çncer de pr’_stata candidatos a prostatectom’_a radical,2014,Actas Urologicas Espanolas,,
"Higuchi, R; Sugimoto, T; Tamura, A; Kioka, N; Tsuno, Y; Higa, A; Yoshikawa, N.",Early features in neuroimaging of two siblings with molybdenum cofactor deficiency,2014,Pediatrics,,
"Borren, A; Groenendaal, G; Moman, M.R; Boeken Kruger, A.E; Van Diest, P.J; Van Vulpen, M; Philippens, M.E.P; Van Der Heide, U.A.",Accurate prostate tumour detection with multiparametric magnetic resonance imaging: Dependence on histological properties,2014,Acta Oncologica,,
"Porto, L; Jurcoane, A; Schwabe, D; Hattingen, E.",Conventional magnetic resonance imaging in the differentiation between high and low-grade brain tumours in paediatric patients,2014,European Journal of Paediatric Neurology,,
"Heringa, S.M; Reijmer, Y.D; Leemans, A; Koek, H.L; Kappelle, L.J; Biessels, G.J.",Multiple microbleeds are related to cerebral network disruptions in patients with early Alzheimer's disease,2014,Journal of Alzheimer's Disease,,
"Sumi, M; Nakamura, T.",Head and neck tumours: Combined MRI assessment based on IVIM and TIC analyses for the differentiation of tumors of different histological types,2014,European Radiology,,
"Zhang, H; Wang, M; Wu, L; Zhang, H; Jin, T; Wu, J; Sun, L.",Novel prion protein gene mutation at codon 196 (E196A) in a septuagenarian with Creutzfeldt-Jakob disease,2014,Journal of Clinical Neuroscience,,
"Benitez, A; Fieremans, E; Jensen, J.H; Falangola, M.F; Tabesh, A; Ferris, S.H; Helpern, J.A.",White matter tract integrity metrics reflect the vulnerability of late-myelinating tracts in Alzheimer's disease,2014,NeuroImage: Clinical,,
"Wheeler-Kingshott, C.A; Stroman, P.W; Schwab, J.M; Bacon, M; Bosma, R; Brooks, J; Cadotte, D.W; Carlstedt, T; Ciccarelli, O; Cohen-Adad, J; Curt, A; Evangelou, N; Fehlings, M.G; Filippi, M; Kelley, B.J; Kollias, S; Mackay, A; Porro, C.A; Smith, S; Strittmatter, S.M; Summers, P; Thompson, A.J; Tracey, I.",The current state-of-the-art of spinal cord imaging: Applications,2014,NeuroImage,,
"Dianat, S.S; Carter, H.B; Macura, K.J.",Performance of multiparametric magnetic resonance imaging in the evaluation and management of clinically low-risk prostate cancer,2014,Urologic Oncology: Seminars and Original Investigations,,
"Garc’_a-Pent’_n, L; P’©rez Fern’çndez, A; Iturria-Medina, Y; Gillon-Dowens, M; Carreiras, M.",Anatomical connectivity changes in the bilingual brain,2014,NeuroImage,,
"Liu, X; Lai, Y; Wang, X; Hao, C; Chen, L; Zhou, Z; Yu, X; Hong, N.",A combined DTI and structural MRI study in medicated-na’Àve chronic schizophrenia,2014,Magnetic Resonance Imaging,,
"Van Groen, T; Miettinen, P; Kadish, I.",Axonal tract tracing for delineating interacting brain regions: Implications for Alzheimer's disease-associated memory,2014,Future Neurology,,
"Wu, Y.-H; Gau, S.S.-F; Lo, Y.-C; Tseng, W.-Y.I.",White matter tract integrity of frontostriatal circuit in attention deficit hyperactivity disorder: Association with attention performance and symptoms,2014,Human Brain Mapping,,
"Kitamura, Y; Sasaki, H; Hashiguchi, A; Momoshima, S; Shidoh, S; Yoshida, K.",Supratentorial neurenteric cyst with spontaneous repetitive intracystic hemorrhage mimicking brain abscess: A case report,2014,Neurosurgical Review,,
"Lin, A.-Q; Shou, J.-X; Li, X.-Y; Ma, L; Zhu, X.-H.",Metabolic changes in acute cerebral infarction: Findings from proton magnetic resonance spectroscopic imaging,2014,Experimental and Therapeutic Medicine,,
"Martens, M.H; Lambregts, D.M.J; Papanikolaou, N; Heijnen, L.A; Riedl, R.G; Zur Hausen, A; Maas, M; Beets, G.L; Beets-Tan, R.G.H.",Magnetization transfer ratio: A potential biomarker for the assessment of postradiation fibrosis in patients with rectal cancer,2014,Investigative Radiology,,
"Alosco, M.L; Stanek, K.M; Galioto, R; Korgaonkar, M.S; Grieve, S.M; Brickman, A.M; Spitznagel, M.B; Gunstad, J.",Body mass index and brain structure in healthy children and adolescents,2014,International Journal of Neuroscience,,
"Zong, X; Wang, P; Kim, S.-G; Jin, T.",Sensitivity and source of amine-proton exchange and amide-proton transfer magnetic resonance imaging in cerebral ischemia,2014,Magnetic Resonance in Medicine,,
"Planetta, P.J; McFarland, N.R; Okun, M.S; Vaillancourt, D.E.",MRI reveals brain abnormalities in drug-naive parkinson's disease,2014,Exercise and Sport Sciences Reviews,,
"Huisa, B.N; Neil, W.P; Schrader, R; Maya, M; Pereira, B; Bruce, N.T; Lyden, P.D.",Clinical use of computed tomographic perfusion for the diagnosis and prediction of lesion growth in acute ischemic stroke,2014,Journal of Stroke and Cerebrovascular Diseases,,
"Kotsenas, A.L; Watson, R.E; Pittock, S.J; Britton, J.W; Hoye, S.L; Quek, A.M.L; Shin, C; Klein, C.J.",MRI findings in autoimmune voltage-gated potassium channel complex encephalitis with seizures: One potential etiology for mesial temporal sclerosis,2014,American Journal of Neuroradiology,,
null,"2nd International Conference on Frontiers in Intelligent Computing: Theory and Applications, FICTA 2013",2014,Advances in Intelligent Systems and Computing,,
"Di Ieva, A; Valli, M; Cusimano, M.D.",Distinguishing Alzheimer's disease from normal pressure hydrocephalus: A search for MRI biomarkers,2014,Journal of Alzheimer's Disease,,
"Bonekamp, D; Bonekamp, S; Halappa, V.G; Geschwind, J.-F.H; Eng, J; Corona-Villalobos, C.P; Pawlik, T.M; Kamel, I.R.",Interobserver agreement of semi-automated and manual measurements of functional MRI metrics of treatment response in hepatocellular carcinoma,2014,European Journal of Radiology,,
"Ramakrishnaiah, R.H; Shelton, J.B; Glasier, C.M; Phillips, P.H.",Reliability of magnetic resonance imaging for the detection of hypopituitarism in children with optic nerve hypoplasia,2014,Ophthalmology,,
"Hasimi, A; Papadokostaki, K.G; Sanopoulou, M.",Mechanisms of diphylline release from dual-solute loaded poly(vinyl alcohol) matrices,2014,Materials Science and Engineering C,,
"El-Ghussein, F; Mastanduno, M.A; Jiang, S; Pogue, B.W; Paulsen, K.D.",Hybrid photomultiplier tube and photodiode parallel detection array for wideband optical spectroscopy of the breast guided by magnetic resonance imaging,2014,Journal of Biomedical Optics,,
"Kuntz, M; Mysiorek, C; P’©trault, O; P’©trault, M; Uzbekov, R; Bordet, R; Fenart, L; Cecchelli, R; B’©r’©zowski, V.",Stroke-induced brain parenchymal injury drives blood-brain barrier early leakage kinetics: A combined in vivo/in vitro study,2014,Journal of Cerebral Blood Flow and Metabolism,,
"Downes, A; Pouratian, N.",Advanced Neuroimaging Techniques for Central Neuromodulation,2014,Neurosurgery Clinics of North America,,
"Chen, X; Xiao, E; Shu, D; Yang, C; Liang, B; He, Z; Bian, D.",Evaluating the therapeutic effect of hepatocellular carcinoma treated with transcatheter arterial chemoembolization by magnetic resonance perfusion imaging,2014,European Journal of Gastroenterology and Hepatology,,
"Fan, L; Xia, Y; Guan, Y; Zhang, T.-F; Liu, S.-Y.","Characteristic features of pulmonary function test, CT volume analysis and MR perfusion imaging in COPD patients with different HRCT phenotypes",2014,Clinical Respiratory Journal,,
"Mohan, J; Krishnaveni, V; Guo, Y.",A survey on the magnetic resonance image denoising methods,2014,Biomedical Signal Processing and Control,,
"Desouza, D.D; Hodaie, M; Davis, K.D.",Abnormal trigeminal nerve microstructure and brain white matter in idiopathic trigeminal neuralgia,2014,Pain,,
"Samdani, T; Garcia-Aguilar, J.",Imaging in rectal cancer. Magnetic resonance imaging versus endorectal ultrasonography,2014,Surgical Oncology Clinics of North America,,
"Naccache, L; Sportiche, S; Strauss, M; El Karoui, I; Sitt, J; Cohen, L.",Imaging 'top-down' mobilization of visual information: A case study in a posterior split-brain patient,2014,Neuropsychologia,,
"Salvatore, E; Tedeschi, E; Mollica, C; Vicidomini, C; Varrone, A; Coda, A.R.D; Brunetti, A; Salvatore, M; De Michele, G; Filla, A; Pappat’_, S.",Supratentorial and infratentorial damage in spinocerebellar ataxia 2: A diffusion-weighted MRI study,2013,Movement Disorders,,
"Farid, N; Almeida-Freitas, D.B; White, N.S; McDonald, C.R; Muller, K.A; VandenBerg, S.R; Kesari, S; Dale, A.M.",Restriction-spectrum imaging of bevacizumab-related necrosis in a patient with GBM,2013,Frontiers in Oncology,,
"Kierans, A.S; Bennett, G.L; Haghighi, M; Rosenkrantz, A.B.",Utility of conventional and diffusion-weighted MRI features in distinguishing benign from malignant endometrial lesions,2013,European Journal of Radiology,,
"Frings, L; Dressel, K; Abel, S; Mader, I; Glauche, V; Weiller, C; H’_ll, M.",Longitudinal cerebral diffusion changes reflect progressive decline of language and cognition,2013,Psychiatry Research - Neuroimaging,,
"Rowe Bijanki, K; Arndt, S; Magnotta, V.A; Nopoulos, P; Paradiso, S; Matsui, J.T; Johnson, H.J; Moser, D.J.",Characterizing white matter health and organization in atherosclerotic vascular disease: A diffusion tensor imaging study,2013,Psychiatry Research - Neuroimaging,,
"Bonekamp, D; Bonekamp, S; Ou, H.-Y; Torbenson, M.S; Corona-Villalobos, C.P; Mezey, E; Kamel, I.R.",Assessing liver fibrosis: Comparison of arterial enhancement fraction and diffusion-weighted imaging,2013,Journal of Magnetic Resonance Imaging,,
"Coutu, J.-P; Chen, J.J; Rosas, H.D; Salat, D.H.",Non-Gaussian water diffusion in aging white matter,2013,Neurobiology of Aging,,
"Grauer, M; Reynolds, P; Hoogstoel, M; Budin, F; Styner, M.A; Oguz, I.",A midas plugin to enable construction of reproducible web-based image processing pipelines,2013,Frontiers in Neuroinformatics,,
"Widjaja, E; Kis, A; Go, C; Snead III, O.C; Smith, M.L.",Bilateral white matter abnormality in children with frontal lobe epilepsy,2013,Epilepsy Research,,
"Araz, O; Karaman, A; Ucar, E.Y; Bilen, Y; Durur Subasi, I.",DCE-MRI findings of invasive aspergillosis in patient with acute myeloid leukemia,2013,Clinical Respiratory Journal,,
"Harada, K; Kakumoto, K; Morioka, J; Saito, T; Fukuyama, K.",Combination of Flow Reversal and Distal Filter for Cerebral Protection during Carotid Artery Stenting,2013,Annals of Vascular Surgery,,
"Yoon, J.H; Lee, J.M; Baek, J.H; Shin, C.-I; Kiefer, B; Han, J.K; Choi, B.-I.",Evaluation of hepatic fibrosis using intravoxel incoherent motion in diffusion-weighted liver MRI,2013,Journal of Computer Assisted Tomography,,
"Yang, H.-F; Liu, T.-T; Sun, X.-H.",The application and research progress of functional magnetic resonance imaging in glaucoma,2013,Chinese Journal of Ophthalmology,,
"Verly, M; Verhoeven, J; Zink, I; Mantini, D; Oudenhove, L.V; Lagae, L; Sunaert, S; Rommel, N.",Structural and functional underconnectivity as a negative predictor for language in autism,2013,Human Brain Mapping,,
"Yang, J.-P; Sun, X.-F; Wang, L.-Q; Zhang, H.-F; Lan, H.-T; Li, C; Cao, X.-H; Guo, C.-Y.",Diagnosis and treatment of central neurocytoma: A report of 7 cases with review of the literature,2013,Tumor,,
"Bharwani, N; Miquel, M.E; Powles, T; Dilks, P; Shawyer, A; Sahdev, A; Wilson, P.D; Chowdhury, S; Berney, D.M; Rockall, A.G.",Diffusion-weighted and multiphase contrast-enhanced MRI as surrogate markers of response to neoadjuvant sunitinib in metastatic renal cell carcinoma,2013,British Journal of Cancer,,
"AbdelMaboud, N.M; Elsaid, H.H; Aboubeih, E.A.",The role of diffusion - Weighted MRI in evaluation of prostate cancer,2013,Egyptian Journal of Radiology and Nuclear Medicine,,
"White, N.S; Dale, A.M.",Distinct effects of nuclear volume fraction and cell diameter on high b-value diffusion MRI contrast in tumors,2013,Magnetic Resonance in Medicine,,
"Maxien, D; Ingrisch, M; Meinel, F.G; Reiser, M; Dietrich, O; Nikolaou, K.",Quantification of pulmonary perfusion with free-breathing dynamic contrast-enhanced MRI - A pilot study in healthy volunteers,2013,RoFo Fortschritte auf dem Gebiet der Rontgenstrahlen und der Bildgebenden Verfahren,,
"Ferizi, U; Schneider, T; Panagiotaki, E; Nedjati-Gilani, G; Zhang, H; Wheeler-Kingshott, C.A.M; Alexander, D.C.",A ranking of diffusion MRI compartment models with in vivo human brain data,2013,Magnetic Resonance in Medicine,,
