Authors,Title,Year,Sourcetitle,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited,Link,Document Type,Source,EID
"St-Laurent, M., Moscovitch, M., Jadd, R., Mcandrews, M.P.",The perceptual richness of complex memory episodes is compromised by medial temporal lobe damage,2014,Hippocampus,24,5,,560,576,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897503904&partnerID=40&md5=c8de5d7cd9ef6cd2987aac26d365298b,Article,Scopus,2-s2.0-84897503904
"Blumenfeld, R.S., Lee, T.G., D'Esposito, M.",The effects of lateral prefrontal transcranial magnetic stimulation on item memory encoding,2014,Neuropsychologia,53,1,,197,202,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84890139469&partnerID=40&md5=01b1fba0a9705895b23f13c299331c3b,Article,Scopus,2-s2.0-84890139469
"Irish, M., Piguet, O., Hodges, J.R., Hornberger, M.",Common and unique gray matter correlates of episodic memory dysfunction in frontotemporal dementia and alzheimer's disease,2014,Human Brain Mapping,35,4,,1422,1435,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-84896399212&partnerID=40&md5=e9432f61c27e0b72829c82ca9bfe2b7e,Article,Scopus,2-s2.0-84896399212
"Bekinschtein, P., Cammarota, M., Medina, J.H.",BDNF and memory processing,2014,Neuropharmacology,76,PART C,,677,683,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-84890440817&partnerID=40&md5=94c72dd3372fb6049aa2ea25c29e8381,Review,Scopus,2-s2.0-84890440817
"Blank, M., Dornelles, A.S., Werenicz, A., Velho, L.A., Pinto, D.F., Fedi, A.C., SchrÃ¶der, N., Roesler, R.",Basolateral amygdala activity is required for enhancement of memory consolidation produced by histone deacetylase inhibition in the hippocampus,2014,Neurobiology of Learning and Memory,111,,,1,8,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84896502762&partnerID=40&md5=6937242e22f3c53485fb8afe58f65a78,Article,Scopus,2-s2.0-84896502762
"Hermans, E.J., Battaglia, F.P., Atsak, P., De Voogd, L.D., FernÃ¡ndez, G., Roozendaal, B.",How the amygdala affects emotional memory by altering brain network properties,2014,Neurobiology of Learning and Memory,112,,,2,16,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901951687&partnerID=40&md5=116c54c69b7a6e5993532014b2269253,Review,Scopus,2-s2.0-84901951687
"Da Silva, B.M., Bast, T., Morris, R.G.M.",Spatial memory: Behavioral determinants of persistence in the watermaze delayed matching-to-place task,2014,Learning and Memory,21,1,,28,36,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84892578229&partnerID=40&md5=662754140a75b65647e4248c6b9d3f4d,Article,Scopus,2-s2.0-84892578229
"Kelemen, E., Bahrendt, M., Born, J., Inostroza, M.",Hippocampal corticosterone impairs memory consolidation during sleep but improves consolidation in the wake state,2014,Hippocampus,24,5,,510,515,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897498160&partnerID=40&md5=31e11e49cde12830448e4cc8adf2cb53,Article,Scopus,2-s2.0-84897498160
"Dew, I.T.Z., Ritchey, M., LaBar, K.S., Cabeza, R.",Prior perceptual processing enhances the effect of emotional arousal on the neural correlates of memory retrieval,2014,Neurobiology of Learning and Memory,112,,,104,113,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901935914&partnerID=40&md5=061f8ad616c1967e073be0ca6095c860,Review,Scopus,2-s2.0-84901935914
"Toepper, M., Markowitsch, H.J., Gebhardt, H., Beblo, T., Bauer, E., Woermann, F.G., Driessen, M., Sammer, G.",The impact of age on prefrontal cortex integrity during spatial working memory retrieval,2014,Neuropsychologia,59,1,,157,168,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901478450&partnerID=40&md5=b098e563ab1dbaf4d2185ca49d7887ab,Article,Scopus,2-s2.0-84901478450
"GarÃ_n-Aguilar, M.E., Medina, A.C., Quirarte, G.L., Mcgaugh, J.L., Prado-AlcalÃ¡, R.A.",Intense aversive training protects memory from the amnestic effects of hippocampal inactivation,2014,Hippocampus,24,1,,102,112,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84890116219&partnerID=40&md5=8a154b0afa95dab50ee94fbb58855a50,Article,Scopus,2-s2.0-84890116219
"Chai, X.J., Ofen, N., Gabrieli, J.D.E., Whitfield-Gabrieli, S.",Development of deactivation of the default-mode network during episodic memory formation,2014,NeuroImage,84,,,932,938,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887150829&partnerID=40&md5=407484e75e3864e043ae1a577bb4133f,Article,Scopus,2-s2.0-84887150829
"Roesler, R., Kent, P., Luft, T., Schwartsmann, G., Merali, Z.",Gastrin-releasing peptide receptor signaling in the integration of stress and memory,2014,Neurobiology of Learning and Memory,112,,,44,52,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901936062&partnerID=40&md5=4eb06fa84f899a6eb913f3ed16d7c305,Review,Scopus,2-s2.0-84901936062
"Barban, F., Carlesimo, G.A., Macaluso, E., Caltagirone, C., Costa, A.",Functional interplay between stimulus-oriented and stimulus-independent attending during a prospective memory task,2014,Neuropsychologia,53,1,,203,212,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84891635901&partnerID=40&md5=0e26ce8052a1b81d87595c355085e3ba,Article,Scopus,2-s2.0-84891635901
"Bosch, S.E., Jehee, J.F.M., FernÃ¡ndez, G., Doeller, C.F.",Reinstatement of associative memories in early visual cortex is signaled by the hippocampus,2014,Journal of Neuroscience,34,22,,7493,7500,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901440329&partnerID=40&md5=d405142af6ce1c17e8fc93a5e4b11213,Article,Scopus,2-s2.0-84901440329
"Gonneaud, J., Rauchs, G., Groussard, M., Landeau, B., MÃ©zenge, F., de La Sayette, V., Eustache, F., Desgranges, B.",How do we process event-based and time-based intentions in the brain? An fMRI study of prospective memory in healthy individuals,2014,Human Brain Mapping,35,7,,3066,3082,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84902159904&partnerID=40&md5=5fb75c093ec5b28329e0e7dc89265dd3,Article,Scopus,2-s2.0-84902159904
"Sreenivasan, K.K., Gratton, C., Vytlacil, J., D'Esposito, M.",Evidence for working memory storage operations in perceptual cortex,2014,"Cognitive, Affective and Behavioral Neuroscience",14,1,,117,128,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897530036&partnerID=40&md5=f1acabe3c09a2cda391f6f87637f94f9,Article,Scopus,2-s2.0-84897530036
"Roberts, J.S., Tsivilis, D., Mayes, A.R.",Strategic retrieval processing and the impact of knowing when a memory was first created,2014,Brain and Cognition,86,1,,124,130,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84895756373&partnerID=40&md5=2a0137fe1b89f35f6ec705ad1224c677,Article,Scopus,2-s2.0-84895756373
"Weber, F.D., Wang, J.-Y., Born, J., Inostroza, M.",Sleep benefits in parallel implicit and explicit measures of episodic memory,2014,Learning and Memory,21,4,,190,198,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84898980653&partnerID=40&md5=3051ed1d1e7d5770c18320ecfcb358c4,Article,Scopus,2-s2.0-84898980653
"De Quervain, D.J.-F., McGaugh, J.L.",Stress and the regulation of memory: From basic mechanisms to clinical implications Neurobiology of Learning and Memory Special Issue,2014,Neurobiology of Learning and Memory,112,,,1,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901924418&partnerID=40&md5=5aa66e1cbb490732cdc22bdca67e669d,Editorial,Scopus,2-s2.0-84901924418
"Ritchey, M., Yonelinas, A.P., Ranganath, C.",Functional connectivity relationships predict similarities in task activation and pattern information during associative memory encoding,2014,Journal of Cognitive Neuroscience,26,5,,1085,1099,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897464268&partnerID=40&md5=05911c6a14529e1d0092c14beb8ca50a,Article,Scopus,2-s2.0-84897464268
"Carlesimo, G.A., Di Paola, M., Fadda, L., Caltagirone, C., Costa, A.",Prospective memory impairment and executive dysfunction in prefrontal lobe damaged patients: Is there a causal relationship,2014,Behavioural Neurology,2014,,168496,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84898656647&partnerID=40&md5=a165c0fbdf0699a8409efb787dd3cbb4,Article,Scopus,2-s2.0-84898656647
"Zannino, G.D., Perri, R., Monaco, M., Caltagirone, C., Luzzi, S., Carlesimo, G.A.",The special status of verbal knowledge in semantic memory: Evidence from performance of semantically impaired subjects on verbalizable and non-verbalizable versions of the object decision task,2014,Brain and Language,128,1,,9,17,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84888609063&partnerID=40&md5=6f5a77bf7e972e0ed918530f5542de5e,Article,Scopus,2-s2.0-84888609063
"Sreenivasan, K.K., Vytlacil, J., D'Esposito, M.",Distributed and dynamic storage of working memory stimulus information in extrastriate cortex,2014,Journal of Cognitive Neuroscience,26,5,,1141,1153,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84892992495&partnerID=40&md5=24cf57da0406e106e4bf4cccde14c172,Article,Scopus,2-s2.0-84892992495
"Brown, T.I., Hasselmo, M.E., Stern, C.E.",A High-resolution study of hippocampal and medial temporal lobe correlates of spatial context and prospective overlapping route memory,2014,Hippocampus,24,7,,819,839,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84902546624&partnerID=40&md5=7e2c0a68d83ef9e7c82277c958198158,Article,Scopus,2-s2.0-84902546624
"Wang, W.-C., Ranganath, C., Yonelinas, A.P.",Activity reductions in perirhinal cortex predict conceptual priming and familiarity-based recognition,2014,Neuropsychologia,52,1,,19,26,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84888781100&partnerID=40&md5=e7785015f3e7e8b20364d2ca29fdc1e4,Article,Scopus,2-s2.0-84888781100
"Frisch, C., Helmstaedter, C.",Object location performance: Detection of functional impairment in right temporal lobe epilepsy,2014,Epilepsy and Behavior,35,,,28,33,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84899785885&partnerID=40&md5=2858b6bc9eea703c7f4a229349e6143e,Article,Scopus,2-s2.0-84899785885
"Wiemers, U.S., Sauvage, M.M., Wolf, O.T.",Odors as effective retrieval cues for stressful episodes,2014,Neurobiology of Learning and Memory,112,,,230,236,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901926241&partnerID=40&md5=435332477ff0d76e6c062dd5f569ffcf,Article,Scopus,2-s2.0-84901926241
"Sadeh, T., Ozubko, J.D., Winocur, G., Moscovitch, M.",How we forget may depend on how we remember,2014,Trends in Cognitive Sciences,18,1,,26,36,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84890432107&partnerID=40&md5=ec8f82cde2e5777055e14f1837a739ff,Review,Scopus,2-s2.0-84890432107
"Oudiette, D., Antony, J.W., Paller, K.A.",Fear not: Manipulating sleep might help you forget,2014,Trends in Cognitive Sciences,18,1,,3,4,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-84890441767&partnerID=40&md5=ba33449f96a1c0210ac4973076e5a4f0,Short Survey,Scopus,2-s2.0-84890441767
"Borquez, M., Born, J., Navarro, V., Betancourt, R., Inostroza, M.",Sleep enhances inhibitory behavioral control in discrimination learning in rats,2014,Experimental Brain Research,232,5,,1469,1477,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84900310414&partnerID=40&md5=ff66e5c33879416536edc09f4151ce48,Article,Scopus,2-s2.0-84900310414
"Copara, M.S., Hassan, A.S., Kyle, C.T., Libby, L.A., Ranganath, C., Ekstrom, A.D.",Complementary roles of human hippocampal subregions during retrieval of spatiotemporal context,2014,Journal of Neuroscience,34,20,,6834,6842,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84900437377&partnerID=40&md5=2d91b4da4a4f1de91d6d87c1d50457cb,Article,Scopus,2-s2.0-84900437377
"Weeden, C.S.S., Hu, N.J., Ho, L.U.N., Kesner, R.P.",The role of the ventral dentate gyrus in olfactory pattern separation,2014,Hippocampus,24,5,,553,559,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897553715&partnerID=40&md5=b5bdc1fe159d73e2b4dd9c3d792b909c,Article,Scopus,2-s2.0-84897553715
"Persson, J., Pudas, S., Nilsson, L.-G., Nyberg, L.",Longitudinal assessment of default-mode brain function in aging,2014,Neurobiology of Aging,35,9,,2107,2117,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84902118094&partnerID=40&md5=2d4f7ab03975c1d3d414a946b771d078,Article,Scopus,2-s2.0-84902118094
"Wei, J., Yuen, E.Y., Liu, W., Li, X., Zhong, P., Karatsoreos, I.N., McEwen, B.S., Yan, Z.",Estrogen protects against the detrimental effects of repeated stress on glutamatergic transmission and cognition,2014,Molecular Psychiatry,19,5,,588,598,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84899478264&partnerID=40&md5=9ab258bc7a1fb65b9939755a5fda3bf9,Article,Scopus,2-s2.0-84899478264
"Hoffman, P., Meteyard, L., Patterson, K.","Broadly speaking: Vocabulary in semantic dementia shifts towards general, semantically diverse words",2014,Cortex,55,1,,30,42,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901436428&partnerID=40&md5=57137ba8936b3a996e9fc96433e1f402,Article,Scopus,2-s2.0-84901436428
"Zarrindast, M.-R., Ownegh, V., Rezayof, A., Ownegh, F.",The involvement of dorsal hippocampus in dextromethorphan-induced state-dependent learning in mice,2014,Pharmacology Biochemistry and Behavior,116,,,90,95,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84889000213&partnerID=40&md5=fac8d8f44f6394df3aae442ea308c2e4,Article,Scopus,2-s2.0-84889000213
"Aggleton, J.P., Saunders, R.C., Wright, N.F., Vann, S.D.","The origin of projections from the posterior cingulate and retrosplenial cortices to the anterior, medial dorsal and laterodorsal thalamic nuclei of macaque monkeys",2014,European Journal of Neuroscience,39,1,,107,123,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84891624338&partnerID=40&md5=9f63cb3d5c6b59c5b018f3123aa0b728,Article,Scopus,2-s2.0-84891624338
"Dawe, R.J., Bennett, D.A., Schneider, J.A., Leurgans, S.E., Kotrotsou, A., Boyle, P.A., Arfanakis, K.",Ex vivo T2 relaxation: Associations with age-related neuropathology and cognition,2014,Neurobiology of Aging,35,7,,1549,1561,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897555147&partnerID=40&md5=c54a2bcc1489717377dc9b44cea197ba,Article,Scopus,2-s2.0-84897555147
"Mecklinger, A., Kriukova, O., MÃ_hlmann, H., Grunwald, T.",Cross-cultural differences in processing of architectural ranking: Evidence from an event-related potential study,2014,Cognitive Neuroscience,5,1,,45,53,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84893759066&partnerID=40&md5=9a6e9c3b471a5ba6912918dc1129c897,Article,Scopus,2-s2.0-84893759066
"Nicodemus, K.K., ElvevÃ¥g, B., Foltz, P.W., Rosenstein, M., Diaz-Asper, C., Weinberger, D.R.","Category fluency, latent semantic analysis and schizophrenia: A candidate gene approach",2014,Cortex,55,1,,182,191,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901467979&partnerID=40&md5=a50118585699eb1ebded968d8b24ad27,Article,Scopus,2-s2.0-84901467979
"Kroker, K.S., Mathis, C., Marti, A., Cassel, J.-C., Rosenbrock, H., Dorner-Ciossek, C.",PDE9A inhibition rescues amyloid beta-induced deficits in synaptic plasticity and cognition,2014,Neurobiology of Aging,35,9,,2072,2078,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84902104193&partnerID=40&md5=8677278087e14f8ae588264dc23a2d76,Article,Scopus,2-s2.0-84902104193
"Faure, J.-B., Marques-Carneiro, J.E., Akimana, G., Cosquer, B., Ferrandon, A., Herbeaux, K., Koning, E., Barbelivien, A., Nehlig, A., Cassel, J.-C.",Attention and executive functions in a rat model of chronic epilepsy,2014,Epilepsia,55,5,,644,653,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901310595&partnerID=40&md5=2a8e1d1f3be38a527e31e5121bfde89a,Article,Scopus,2-s2.0-84901310595
"Loring, D.W., Gaillard, W.D., Bookheimer, S.Y., Meador, K.J., Ojemann, J.G.",Cortical cartography reveals political and physical maps,2014,Epilepsia,55,5,,633,637,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901246458&partnerID=40&md5=246a67573c6f6e8e72890b4b96b8743b,Article,Scopus,2-s2.0-84901246458
"Howard, M.W., MacDonald, C.J., Tiganj, Z., Shankar, K.H., Du, Q., Hasselmo, M.E., Eichenbaum, H.","A unified mathematical framework for coding time, space, and sequences in the hippocampal region",2014,Journal of Neuroscience,34,13,,4692,4707,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897848801&partnerID=40&md5=a34d224a7a7e4559a6dc4be31255fe09,Article,Scopus,2-s2.0-84897848801
"Morita, Y., Callicott, J.H., Testa, L.R., Mighdoll, M.I., Dickinson, D., Chen, Q., Tao, R., Lipska, B.K., Kolachana, B., Law, A.J., Ye, T., Straub, R.E., Weinberger, D.R., Kleinman, J.E., Hyde, T.M.","Characteristics of the cation cotransporter NKCC1 in human brain: Alternate transcripts, expression in development, and potential relationships to brain function and Schizophrenia",2014,Journal of Neuroscience,34,14,,4929,4940,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84899417839&partnerID=40&md5=ce59ff5d047c75527cab9f1cf20ceb02,Article,Scopus,2-s2.0-84899417839
"Voorspoels, W., Storms, G., Longenecker, J., Verheyen, S., Weinberger, D.R., ElvevÃ¥g, B.",Deriving semantic structure from category fluency: Clustering techniques and their pitfalls,2014,Cortex,55,1,,130,147,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901467269&partnerID=40&md5=363f6eecc1700cd7b8e057b2d6b12e46,Article,Scopus,2-s2.0-84901467269
"Newman, E.L., Climer, J.R., Hasselmo, M.E.",Grid cell spatial tuning reduced following systemic muscarinic receptor blockade,2014,Hippocampus,24,6,,643,655,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84900541614&partnerID=40&md5=7817514768b96f8f28e4cb5567b982fe,Article,Scopus,2-s2.0-84900541614
"Bridger, E.K., Bader, R., Mecklinger, A.",More ways than one: ERPs reveal multiple familiarity signals in the word frequency mirror effect,2014,Neuropsychologia,57,1,,179,190,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84898479259&partnerID=40&md5=3d07286db9a1447e248b643b5ba230c8,Article,Scopus,2-s2.0-84898479259
"Huang, Y.-Y., Levine, A., Kandel, D.B., Yin, D., Colnaghi, L., Drisaldi, B., Kandel, E.R.",D1/D5 receptors and histone deacetylation mediate the gateway effect of LTP in hippocampal dentate gyrus,2014,Learning and Memory,21,3,,153,160,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84896382534&partnerID=40&md5=9a7585c2f7c5d71005cac6b241a3836e,Article,Scopus,2-s2.0-84896382534
"Razlighi, Q.R., Habeck, C., Steffener, J., Gazes, Y., Zahodne, L.B., Mackay-Brandt, A., Stern, Y.",Unilateral disruptions in the default network with aging in native space,2014,Brain and Behavior,4,2,,143,157,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84896890708&partnerID=40&md5=d4e60d533079cfac9d183f197f78f945,Article,Scopus,2-s2.0-84896890708
"Vilberg, K.L., Rugg, M.D.",Temporal dissociations within the core recollection network,2014,Cognitive Neuroscience,5,2,,77,84,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901455160&partnerID=40&md5=213c7f60a3f469d52966e5697bb8b819,Article,Scopus,2-s2.0-84901455160
